movie,title,code,content
conclave,Venom: The Last Dance misses projections as superhero films' grip on theatres loosens,BOP,"Venom: The Last Dance showed less bite than expected at the North American box office, collecting US$51 million (S$69 million) in its opening weekend, according to studio estimates Sunday (Oct 27), s… [+2678 chars]"
venom,Venom: The Last Dance misses projections as superhero films' grip on theatres loosens,BOP,"Venom: The Last Dance showed less bite than expected at the North American box office, collecting US$51 million (S$69 million) in its opening weekend, according to studio estimates Sunday (Oct 27), s… [+2678 chars]"
venom,VENOM: THE LAST DANCE Passes $400 Million Worldwide As The Movie Continues To Exceed Box Office Expectations,BOP,When Venom: The Last Dance opened in North America far below initial expectations - with a disappointing $51 million - it looked like Sony Pictures might have another box office flop on its hands.   … [+2796 chars]
here,Venom: The Last Dance Puts Up Unexpected Box Office Numbers In Its Opening Weekend,BOP,"While Sony's Spider-Man Universe has released a couple of box office bombs in S.J. Clarkson's Madame Web and Daniel Espinosa's Morbius, it's been the Venom movies that have kept the franchise on its … [+7135 chars]"
venom,VENOM: THE LAST DANCE Receives Surprise Election Day Box Office Boost And Breaks A Franchise Record,BOP,"As we first told you earlier today, those looking to escape the U.S. Election drama flocked to theaters yesterday evening to take advantage of discounted ticket prices.   That was very good news for … [+2530 chars]"
here,Venom: The Last Dance Wins The Weekend Again And Crosses A Box Office Milestone As Here Starring Tom Hanks Fails To Garner Much Buzz,BOP,"Hollywood didn't exactly pull out the big guns for this past weekend. Thanks to Halloween being on a Thursday, there wasn't a big opportunity for a hot new horror movie to take advantage of the holid… [+6735 chars]"
heretic,Venom: The Last Dance Wins The Weekend Again And Crosses A Box Office Milestone As Here Starring Tom Hanks Fails To Garner Much Buzz,BOP,"Hollywood didn't exactly pull out the big guns for this past weekend. Thanks to Halloween being on a Thursday, there wasn't a big opportunity for a hot new horror movie to take advantage of the holid… [+6735 chars]"
pageant,Venom: The Last Dance Wins The Weekend Again And Crosses A Box Office Milestone As Here Starring Tom Hanks Fails To Garner Much Buzz,BOP,"Hollywood didn't exactly pull out the big guns for this past weekend. Thanks to Halloween being on a Thursday, there wasn't a big opportunity for a hot new horror movie to take advantage of the holid… [+6735 chars]"
heretic,Venom: The Last Dance Wins The Weekend Box Office Again As Heretic And The Best Christmas Pageant Ever Battle For Second Place,BOP,"Kelly Marcel's Venom: The Last Dance got off to a complicated start at the box office, as ticket sales domestically and internationally both managed to betray expectations. That being said, it has ma… [+6626 chars]"
pageant,Venom: The Last Dance Wins The Weekend Box Office Again As Heretic And The Best Christmas Pageant Ever Battle For Second Place,BOP,"Kelly Marcel's Venom: The Last Dance got off to a complicated start at the box office, as ticket sales domestically and internationally both managed to betray expectations. That being said, it has ma… [+6626 chars]"
conclave,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"New York  ""Venom: The Last Dance"" showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the al… [+3142 chars]"
venom,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"NEW YORKVenom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alien … [+2759 chars]"
venom,VENOM: THE LAST DANCE's Budget Revealed As Movie Continues To Overperform Overseas Despite U.S. Struggles,BOP,"While we won't get final numbers until tomorrow, it appears Venom: The Last Dance is overperforming after making $50.8 million from 64 overseas locations through Friday.  The Sony Pictures threequel … [+2778 chars]"
venom,VENOM: THE LAST DANCE's CinemaScore Has Been Revealed As Opening Weekend Estimates Suddenly Drop,BOP,"Ever since COVID, predicting what a movie will make at the domestic box office has become increasingly difficult. Many expected hits have flopped, while plenty of titles have massively exceeded expec… [+2537 chars]"
venom,Venom: The Last Dance’s Thursday Box Office Sets New Low for the Trilogy,BOP,Venom: The Last Dance opened with around $8.5 million at the box office in its Thursday night previews. That’s $1.5 million less than Venom earned in 2018 and $3.1 million less than Venom: Let There … [+2495 chars]
gladiator_ii,Where Will ‘Gladiator II’ Rank Among Ridley Scott Films at the Box Office? Here’s the History,BOP,"“Gladiator II” (Paramount) is expected to gross over $60 million when it open this week in the U.S./Canada. (It’s already playing in most of the world, where it’s taken in $87 million in 63 territori… [+4318 chars]"
gladiator_ii,Wicked casts a spell for $20 million in Thursday previews while Gladiator II steps into the arena with around $6 million,BOP,"The movie face-off this week hasn’t garnered the hype of Barbenheimer, but they’re similarly contrasting movies that’s sure to bring in a variety of audiences.   While it hasn’t quite reached the hei… [+2484 chars]"
gladiator_ii,How Much Gladiator II Needs To Make To Become A Box Office Hit,BOP,"Ridley Scott, who is now closer to 90 than he is 80, continues to fire on all cylinders. Not only is he still making movies, but he's also making them on the biggest scale imaginable. To that end, hi… [+1860 chars]"
heretic,"Red One Is The New Number One Movie At The Box Office, But It Has A Rough Road Ahead Of It",BOP,November in 2024 can be described as backloaded at the box office. With Kelly Marcel's Venom: The Last Dance hitting theaters in late October and major studios giving it a good amount of runway (argu… [+6651 chars]
pageant,"Red One Is The New Number One Movie At The Box Office, But It Has A Rough Road Ahead Of It",BOP,November in 2024 can be described as backloaded at the box office. With Kelly Marcel's Venom: The Last Dance hitting theaters in late October and major studios giving it a good amount of runway (argu… [+6651 chars]
wicked,Red One Takes The Top Spot At The Weekend Box Office,BOP,"Posted in: Box Office, Movies | Tagged: Gladiator 2, red one, venom: the last dance, Weekend Box Office, wicked  Dwanye Johnson and his holiday action film Red One topped the weekend box office, thou… [+2742 chars]"
here,Tom Hanks And Robin Wright’s ‘Here’ Opens Flat At Weekend Box Office,BOP,"Tom Hanks and Robin Wright in ""Here.""  Sony Pictures Entertainment/Miramax  HereTom Hanks and Robin Wrights reunion movie with their Forrest Gumpdirector Robert Zemeckisis opening weak in theaters.  … [+2372 chars]"
gladiator_ii,"Audiences, Studios Seem to Await Wicked, Gladiator II",BOP,"Moviegoers were not yet feeling the holiday spirit this weekend, or at least not the cheer Red One was offering. The big budget, star-driven action comedy with Dwayne Johnson and Chris Evans sold $34… [+1558 chars]"
gladiator_ii,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+5634 chars]"
gladiator_ii,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+5634 chars]"
gladiator_ii,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+6333 chars]"
gladiator_ii,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"By LINDSEY BAHR, Associated Press  “Barbenheimer” was a phenomenon impossible to manufacture. But, more than a year later, that hasn’t stopped people from trying to make “Glicked” — or even “Babyratu… [+6600 chars]"
wicked,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+5634 chars]"
wicked,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+5634 chars]"
wicked,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"Barbenheimer was a phenomenon impossible to manufacture. But, more than a year later, that hasnt stopped people from trying to make Glicked or even Babyratu happen.  The counterprogramming of Barbie … [+6333 chars]"
wicked,Is ‘Glicked’ the new ‘Barbenheimer’? ‘Wicked’ and ‘Gladiator II’ collide in theaters,BOP,"By LINDSEY BAHR, Associated Press  “Barbenheimer” was a phenomenon impossible to manufacture. But, more than a year later, that hasn’t stopped people from trying to make “Glicked” — or even “Babyratu… [+6600 chars]"
heretic,Heretic Is One of 2024’s Highest Rated Horror Movies According to Rotten Tomatoes,BOP,"Heretic is already one of the highest rated horror movies of the year, based on its stellar 96% Certified Fresh Rotten Tomatoes score. With over 90 reviews counted as of this writing, critics have pr… [+3164 chars]"
a_real_pain,"Jesse Eisenberg, Kieran Culkin Drive ‘A Real Pain’ To Top 3 Limited Opening As Audiences Dig Diverse Indie Slate – Specialty Box Office",BOP,The independent film fall festival love affair with moviegoers continues with A Real Pain posting the year’s third best per screen average. Anora continues its standout run as does Conclave. The Ralp… [+3489 chars]
conclave,"Jesse Eisenberg, Kieran Culkin Drive ‘A Real Pain’ To Top 3 Limited Opening As Audiences Dig Diverse Indie Slate – Specialty Box Office",BOP,The independent film fall festival love affair with moviegoers continues with A Real Pain posting the year’s third best per screen average. Anora continues its standout run as does Conclave. The Ralp… [+3489 chars]
conclave,"Older Demos, Still Elusive, Bless ‘Conclave’ Amid Indie Surge – Specialty Box Office",BOP,"Four top films this weekend are indies – five including The Substance at no. 11, as the specialty market roars back to life. No. 3 at the domestic box office is a great story, Conclave from Focus Fea… [+4730 chars]"
gladiator_ii,"‘Gladiator 2’ Cut Gay Kiss, Says Denzel Washington: ‘I Kissed a Guy Full on the Lips and I Guess They Weren’t Ready for That Yet’",BSI,"Denzel Washington revealed in a video interview with Gayety that he kissed a man on the lips while filming “Gladiator II,” but the scene was cut out from the theatrical cut of the long-awaited sequel… [+1885 chars]"
gladiator_ii,Barry Keoghan on His Role That Might’ve Been in ‘Gladiator II’: Ridley Scott Is ‘Just Legendary’,BSI,"After months of rumors that Barry Keoghan would star in Ridley Scott’s“Gladiator II,” the director spoke about Keoghan’s planned casting in the New York Times this week. Due to scheduling conflicts, … [+2118 chars]"
wicked,‘Wicked’ costume designer reveals which Ariana Grande Glinda dress was the most ‘challenging’ to make — and her 1 request,BSI,She’s going to be popular!  Paul Tazewell used his own magic to create the incredible costumes in “Wicked.”  But making one iconic outfit worn by Ariana Grande’s Glinda the Good Witch was not an easy… [+4333 chars]
wicked,‘Wicked’ Director Jon M. Chu On Finding His Elphaba And Glinda,BSI,"Cynthia Erivo, Ariana Grande and Jon M. Chu on the set of the ""Wicked"" movie.  Universal Pictures  With this holiday season already buzzing around the new Wicked movie from Universal Pictures starrin… [+11857 chars]"
wicked,‘Wicked’ Director Explains How Secret Broadway Cameos Happened: ‘It Just Clicked’,BSI,"It’s Musicals Week at IndieWire. With “Wicked” about to sparkle over theaters, we’re celebrating the best of the movie-musical genre.  Editor’s note: The following interviews contains spoilers for a … [+3110 chars]"
wicked,"‘Wicked’ nearly starred Lady Gaga and Shawn Mendes, as directed by Stephen Daldry of ‘The Crown’",BSI,"Lady Gaga was in talks to star in ‘Wicked.’ FilmMagic  The cast of the “Wicked” movie almost looked a lot different, with Stephen Daldry as director and Lady Gaga and Shawn Mendes in lead roles.   Th… [+2141 chars]"
gladiator_ii,New Gladiator II BTS Featurette Is All About Director Ridley Scott,BSI,"Posted in: Movies, Paramount Pictures | Tagged: gladiator ii, ridley scott  Paramount Pictures has released a new behind-the-scenes featurette for Gladiator II, which spotlights the always awesome Si… [+2192 chars]"
heretic,‘Heretic’ Filmmakers Scott Beck & Bryan Woods Address “Complacency” Within Hollywood & Innovations Required To Avoid “Future Of Fatigue”,BSI,"Like Mr. Reed, the villain at the center of their A24 horror thriller Heretic, filmmakers Scott Beck and Bryan Woods were preoccupied with an experiment.  An embodiment of lifelong existential questi… [+24026 chars]"
heretic,"‘Heretic’: Filmmakers Scott Beck & Bryan Woods Discuss Their Religious Horror film, Courting Hugh Grant, Sequels & More [The Discourse Podcast]",BSI,"In this weeks episode of The Discourse, host Mike DeAngelo looks to find the true religion while discussing Heretic. The film follows two young Mormon missionaries who are drawn into a game of cat-an… [+6128 chars]"
gladiator_ii,GLADIATOR II Behind the Scenes Featurette Takes a Look Inside the Directing Mind of Ridley Scott,BSI,"We are just over a week away from the long-awaited sequel Gladiator II from director Ridley Scott. Scott is known for making epics like Alien, Blade Runner, White Squall, the first Gladiator, and so … [+2081 chars]"
heretic,Heretic Directors Reveal The Real-Life Cult Leader Who Inspired Hugh Grant's Villain [Exclusive Interview],BSI,"In a recent interview, Hugh Grant described his current phase of his career as his ""freak show"" phase, which I thought was funny, but also undersells how good he's been over the past decade and how i… [+2938 chars]"
wicked,How Much Did ‘Wicked’ Cost to Make? Break Down of the Movie’s Budget,BSI,"Image Credit: FilmMagic  Wicked is finally making its way to the big screen, more than 10 years after it was first announced.  The movie, centered around Glinda (played by Ariana Grande) and Elphaba … [+2990 chars]"
wicked,Jon M. Chu Almost Cast ‘No-Namers’ in ‘Wicked’: ‘It’s a Big Enough Property on Its Own’,BSI,"Taking on as huge a property as “Wicked” meant juggling many balls in the air at the same time for director Jon M. Chu. Not only did he have to honor the original stage musical and its fans, but he a… [+2475 chars]"
wicked,Jon M. Chu Had to Watch Wicked Bootlegs Before Making the Movie,BSI,Director Jon M. Chu saw Wicked before almost everyone else in the world. Chu was one of the audience members lucky enough to see the show in its initial pre-Broadway San Francisco run way back in 200… [+5459 chars]
wicked,Jon M. Chu’s Key to Cracking ‘Wicked’? Starting at the End,BSI,"It’s Musicals Week at IndieWire. With “Wicked” about to sparkle over theaters, we’re celebrating the best of the movie-musical genre.  Jon M. Chu had to start at the end when he was conceptualizing “… [+6572 chars]"
gladiator_ii,Watch Ridley Scott and His Team Discuss the Making of ‘Gladiator II’,BSI,"An epic movie deserves an epic Q&amp;A, and on Friday, November 15 director Ridley Scott was joined by 16 of his collaborators at the Paramount Theater in Hollywood to discuss the making of “Gladiato… [+2915 chars]"
wicked,Wicked Director Jon M. Chu Discusses Splitting the Musical Into 2 Films,BSI,"You wouldn’t know it from the trailers but it’ll be very obvious once the lights go down. Wicked, which hits theaters this week, is just part one of the story. It’s right there in the film’s title wh… [+7508 chars]"
wicked,Wicked Director Reveals How Much They Drew From the Original Book,BSI,"On November 22, Universal Pictures will release the Ariana Grande and Cynthia Erivo led loose film adaptation of the Broadway hit, Wicked. Based on the 1995 novel, Wicked: The Life and Times of the W… [+1991 chars]"
heretic,‘Heretic’ Directors Credit A24 for Being ‘Incredibly Artist-Friendly’ Amid Generative AI Debate,BSI,"“Heretic” co-writers and directors Scott Beck and Bryan Woods are worshiping at the altar of A24, especially amid the blasphemy of using AI in films.   The “A Quiet Place” screenwriters told Variety … [+3584 chars]"
heretic,‘Heretic’s End Credits Thank Cameron Crowe And Eddie Redmayne. Here’s Why,BSI,Hugh Grant leads the cast of 'Heretic.'  A24  You can learn fascinating things by staying in your seat and watching the end of the credits of a movie and A24's Hugh Grant led horror thriller Heretici… [+9680 chars]
gladiator_ii,Denzel Washington says ‘Gladiator II’ cut his ‘full on’ gay ‘kiss of death’: ‘I think they got chicken’,BSI,"Denzel Washington has shared that a “full on” gay “kiss of death” he filmed for “Gladiator II” did not make the final cut.   Washington, 69, plays Macrinus, a wealthy power player in Rome who owns a … [+3023 chars]"
gladiator_ii,Denzel Washington Says Gay ‘Gladiator II’ Kiss Was Cut: ‘I Think They Got Chicken’,BSI,"Denzel Washington kissed a guy, and he’d have liked it to stay in “Gladiator II.”  Washington told Gayety in the below video that a kiss between his character Macrinus and another man was cut from th… [+3032 chars]"
gladiator_ii,"Did GLADIATOR II Cut a Gay Kiss? The Kiss Controversy, Explained",BSI,"Listen, if there’s one thing that’s for sure, it’s that the Gladiator franchise could be gayer. I mean, have you ever looked at ancient Rome? That was a literal haven for gay and queer relationships … [+4598 chars]"
conclave,"From ‘Gangs of New York’ to ‘Conclave,’ Producer Michael Jackman on the ‘100 Different Things’ That Make or Break a Movie’s Success",BSI,"Producer Michael Jackman has done it all.  He has 35 years of experience in all aspects of motion pictures. Most recently hes produced Conclave, a papal thriller starring Ralph Fiennes that looks to … [+10575 chars]"
gladiator_ii,"Gladiator II gay kiss cut from final edit, reveals Denzel Washington: ‘I think they got chicken’",BSI,"Denzel Washington has revealed that he embraced Ancient Romes inclusive attitude towards homosexuality for Gladiator II with a gay kiss, but it got cut from the final edit.  For all its gruff masculi… [+2444 chars]"
heretic,Heretic Cast Reveal Working on A24 Horror Film “Reaffirmed” Their Religious Beliefs,BSI,"Heretic has been generating buzz now that it’s become clearer that the film is a religious debate dressed in the skin of a horror thriller. Indeed, the principal cast of Sophie Thatcher (Yellowjacket… [+2430 chars]"
heretic,Heretic star Hugh Grant reveals that they filmed two different versions of the horror movie's dramatic ending,BSI,"Warning: the following features spoilers for the Heretic ending... you have been warned!  In new horror movie Heretic, British star Hugh Grant takes on his most sinister role yet playing the mysterio… [+3687 chars]"
a_real_pain,How Jesse Eisenberg and Kieran Culkin Made a Different Kind of Holocaust Movie,BSI,"Jesse Eisenberg has ""very strong opinions on Holocaust cinema.""   ""I just have a very kind of, let's saywhat's the wordtouchy reaction to the way the Holocaust is presented in films,"" he tells me in … [+7379 chars]"
conclave,International Insider: A Trip To MIP; El Gouna Underway; Edward Berger On ‘Conclave’,BSI,"Hello Insiders, the big international chatter this week came from Cannes, but there’s been plenty of film and TV stories elsewhere. Jesse Whittock here guiding you through. Sign up here.  Another MIP… [+12416 chars]"
a_real_pain,"Jesse Eisenberg and Kieran Culkin Go Long on ‘A Real Pain’: Filming in a Concentration Camp, Almost Playing Other Roles, and Emotional Scenes",BSI,Jesse Eisenberg entered the Zoom chat for our “A Real Pain” interview with a splint on his finger. In between press duties for his second directorial feature — a surefire awards contender after winni… [+16302 chars]
your_monster,Your Monster Director on the Film's Core Themes and Genre Influences,BSI,"Posted in: Movies, News | Tagged: caroline lindy, film, vertical, Your Monster  Caroline Lindy, the filmmaker behind the new film Your Monster, discusses some of the film's core themes and intentions… [+2457 chars]"
your_monster,Your Monster Filmmaker Caroline Lindy Talks the Long Road to the Big Screen,BSI,"Writer/director Caroline Lindy’s Your Monster has gone through a number of evolutions since she first conjured the concept. The story began as a feature before she trimmed it down to a short, and eve… [+3212 chars]"
heretic,New Horror Movie Heretic Was Inspired by Robert Zemeckis’ Contact,BSI,"With all of Heretic’spromotional material referencing blueberry pie and Hugh Grant being creepy, we bet you didn’t think about Jodie Foster. But for Scott Beck and Bryan Woods, the co-writers and dir… [+10595 chars]"
gladiator_ii,"Paul Mescal ‘had to fight’ to get dramatic – and dangerous – horse riding scene in ‘Gladiator II,’ trainer reveals",BSI,"Paul Mescal was chomping at the bit to do a particularly dangerous equine stunt in Gladiator II, one which put him and director Sir Ridley Scott at odds.   Mescal, 28, stars in Scotts sequel to the B… [+4412 chars]"
gladiator_ii,Ridley Scott denies Gladiator II cut Denzel Washington’s gay kiss: ‘That’s bulls**t’,BSI,"Gladiator II director Ridley Scott has denied that the filmwas meant to have a gay kiss for Denzel Washington’s character.  Despite Scotts blockbuster sequel featuring a lot of homoerotic moments, it… [+1950 chars]"
gladiator_ii,Ridley Scott Explains Why He Stopped Reading Reviews After Blade Runner,BSI,"Ridley Scott, one of Hollywood’s most enduring and influential directors, has experienced almost every twist and turn the industry offers, from redefining the best sci-fi movies   of all time with Al… [+3229 chars]"
here,Robert Zemeckis Didn’t Initially Know If ‘Here’ Would Work As A Movie,BSI,"(Left to right) Robert Zemeckis and Tom Hanks attend the 2024 AFI Fest World Premiere Screening of ... [+] 'Here' at TCL Chinese Theatre on October 25, 2024 in Hollywood, California.  FilmMagic  ""Whe… [+7042 chars]"
gladiator_ii,That's Bulls--t' Ridley Scott Responds After Denzel Washington Claims Gladiator II Cut His Gay Kiss,BSI,"Ridley Scott's upcoming   Gladiator II   is shaping up to be one of the most anticipated films of the 2024 movie schedule  , and it’s easy to see why. The original remains one of the best movies of t… [+3596 chars]"
venom,The Director of Venom: The Last Dance on the Idea of More Stories,BSI,"Posted in: Movies, Sony, Venom | Tagged: film, sony pictures, venom, venom: the last dance  The director of the Sony Pictures film Venom: The Last Dance explains that while this is the end of Venom, … [+2815 chars]"
heretic,The Filmmakers Behind Heretic Suggest That Another Story Could Follow,BSI,"Posted in: A24, Movies | Tagged: a24, film, Heretic, horror  The filmmakers responsible for the upcoming A24 spiritual horror film Heretic reveal that they already have a spiritual sequel in mind.  A… [+2468 chars]"
conclave,The pope has a major secret in 'Conclave.' The stars explain what it is — and what it means,BSI,Warning: This article contains spoilers for Conclave.  Conclave begins at a gathering to select a new pope in the name of God though it becomes clear that selecting the next leader of the Roman Catho… [+8505 chars]
wicked,Where Was 'Wicked' Filmed? Visit These Magical Filming Locations,BSI,"Wicked is flying into theaters on Friday, Nov. 22, and is already a pop-u-lar choice for moviegoers as the most anticipated film of the year. Once you see Elphaba (Cynthia Erivo) and Glinda (Ariana G… [+3256 chars]"
wicked,Who Almost Directed Wicked?,BSI,Musical theater geeks have been waiting for a proper Wicked movie for so long now. The musical debuted on Broadway back in October 2003 and is only just now getting a feature film adaptation in Novem… [+5922 chars]
wicked,Why Wicked Almost Didn't Cast Ariana Grande & Cynthia Erivo,BSI,Everyone is bubbling with excitement as we get closer to the release of the first Wicked movie a.k.a. the day we can finally see Ariana Grande and Cynthia Erivo step into the shoes of Glinda and Elph… [+1618 chars]
wicked,Wicked director says he knew he'd captured movie magic with Cynthia Erivo and Ariana Grande on the very first day of shooting,BSI,"The Wicked Witch of the West and Glinda the Good have existed in pop culture for over 100 years. They were given new life by Gregory Maguire's novel Wicked in 1995, which was later turned into the sm… [+3665 chars]"
gladiator_ii,Airbnb Wants To Stage Gladiator Battles In The Actual Colosseum. Romans Are Appalled.,CCI,"For travel tips, recipes and more insight on Italian culture, sign up for CNNs Unlocking Italy newsletter. This eight-part guide will have you packing your bags in no time.  The ancient Colosseum in … [+5332 chars]"
heretic,Do You Believe? Utah Whitneys Want to Know.,CCI,"Modern horror cinemas most heterodox event took place on Saturday night, when two blonde Whitneys and A24 hosted dueling screenings at a multiplex within the southernmost border of Salt Lake City pro… [+11204 chars]"
heretic,Is the horror movie Heretic about current American politics? The directors say of course it is,CCI,"Most of the pre-release attention for Scott Beck and Bryan Woods’ A24 horror movie Heretic has focused on its perfect use of Hugh Grant as a polite predator. As seen in the film’s trailer, Grant play… [+8518 chars]"
wicked,Jon M. Chu Says ‘Wicked’ Reflects American Conflicts: ‘Hearing Each Other Means Getting Out of Your Bubble’,CCI,"So are you team Elphaba or team Glinda? Green or pink? Moody baddie or bubbly queen?  It seem like, as with all things in America currently, “Wicked” aims to reflect the toxic factionalism our societ… [+2338 chars]"
gladiator_ii,The Only History ‘Gladiator II’ Cares About Is Its Own,CCI,"[Editor’s note: The following article contains spoilers for “Gladiator II.”]  As should be abundantly clear after “Napoleon,” “Robin Hood,” and “Kingdom of Heaven,” Ridley Scott is interested in hist… [+9057 chars]"
wicked,Why 'Jeopardy!' Fans Are Disappointed Over 'Wicked' Segment,CCI,"Entertainment gossip and news from Newsweek's network of contributors  Jeopardy! fans were not feeling the magic after last night's episode, which featured a category about the upcoming movie musical… [+2384 chars]"
heretic,Why is horror so popular right now?,CCI,"In the current cultural landscape, horror reigns supreme. Films such as Coralie Fargeats body horror The Substance, Sydney Sweeneys blood-soaked performance in Immaculate, Ti Wests MaXXXine, Oz Perki… [+5651 chars]"
heretic,Horror Film ‘Heretic’ Praised for ‘No Generative AI’ Message on Closing Credits,CCI,"New horror movie Heretic, which debuted in theaters over the weekend, has been praised for featuring a disclaimer in its end credits that “no generative AI was used in the making of the film.”  Heret… [+2673 chars]"
gladiator_ii,"‘Total Hollywood BS’: Gladiator 2 Is Historically Inaccurate, Historian Says",CCI,"Gladiator IIhasn’t been released yet, but its trailer is already giving historians much to talk about. Dr. Shadi Bartsch, a classics professor who has written several books on ancient Rome, bluntly d… [+4167 chars]"
gladiator_ii,A historian says the naval battle in 'Gladiator II' only got one thing wrong,CCI,"Ridley Scott's ""Gladiator II"" takes a few creative liberties and diverges from history to up the ante for audiences.  ""Gladiator II"" is set 15 years after Russell Crowe's Maximus Decimus Meridius die… [+4076 chars]"
pageant,‘The Best Christmas Pageant Ever’ Review: Judy Greer Leads a Faith-Based Christmas Film That’s Only for the True Believers,CCI,"The opening seconds of “The Best Christmas Pageant Ever” inform us that the Herdmans are the worst children ever because they steal, take the Lord’s name in vain, and smoke cigars — even the girls, t… [+4726 chars]"
a_real_pain,A Real Pain' film presents the parallels of generational struggle,CCI,Jesse Eisenberg created the film “A Real Pain” to depict the emotional distress between two Jewish American cousins touring modern-day Poland as they learn more about the trauma of the Holocaust.  “I… [+2632 chars]
gladiator_ii,Airbnb ‘Gladiator’ Night at Roman Colosseum Raises Alarms with Italian Government,CCI,"An Airbnb experience tied to “Gladiator II” at the Roman Colosseum is facing criticism from government officials and travel experts alike, who have cited the danger of short-term rentals and question… [+3163 chars]"
heretic,Fox News AI Newsletter: 'It might kill us all',CCI,Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.  IN TODAYS NEWSLETTER:  - Hugh Grant movie slams AI; director warns 'it might kill us all'- US final… [+1695 chars]
gladiator_ii,Gladiator Fights To Return To Colosseum But Italians Are Protesting,CCI,"The ancient Colosseum in Rome, Italy might be returning to its glory days, albeit in a slightly commercial manner that has rubbed the citizens in the wrong way. The 2,000-year-old venue will be the s… [+2675 chars]"
gladiator_ii,Historian slams ‘Gladiator II’ as ‘total Hollywood bulls–t’,CCI,"Ridley Scott’s upcoming “Gladiator II” film has already drawn criticism — despite having yet to be released.   Dr. Shadi Bartsch, a leading historian and classics professor at the University of Chica… [+3274 chars]"
wicked,Hong Kong court jails 45 democracy campaigners on subversion charges,CCI,"A Hong Kong court on Tuesday jailed all 45 defendants convicted of subversion in the city's largest national security trial, with ""mastermind"" Benny Lai receiving the longest term of 10 years.  Inter… [+4442 chars]"
wicked,Hong Kong court jails 45 democracy campaigners on subversion charges,CCI,Police keep watch outside the West Kowloon Magistrates' Court in Hong Kong during the sentencing of the city's most prominent democracy campaigners - Copyright AFP Peter PARKS  A Hong Kong court on T… [+4637 chars]
conclave,How Every Oscar Movie Can Be the Anti-Trump Movie,CCI,"When did you realize your brain had been permanently broken by the election? My moment came last weekend, when I saw Robert Eggerss Nosferatu and couldnt stop thinking of it as the story of local bus… [+6309 chars]"
wicked,Jon M. Chu Embraced the Politics of ‘Wicked’ and Audiences Seeing It Through a Post-Election Lens,CCI,"As “Wicked” gets ready to take theaters by storm this weekend, many online are pointing to the Hollywood adaptation of the hit broadway musical as having an added political significance just 18 days … [+6317 chars]"
heretic,"New Hugh Grant movie ‘Heretic’ slams AI, director warns ‘it might kill us all’",CCI,"Hugh Grants new film, “Heretic,” has an unexpected announcement about artificial intelligence in the final credits.  Variety reported there is a message that says, “No generative AI was used in the m… [+4233 chars]"
here,"Wordware Raises AI Agents And $30 Million, Plus Coca-Cola, Santa, And AI",CCI,"WASHINGTON, DC - OCTOBER 30: Google and Alphabet CEO Sundar Pichai departs federal court on October ... [+] 30, 2023 in Washington, DC. Pichai testified on Monday to defend his company in the largest… [+8474 chars]"
wicked,Wicked' delivers a lavish and stealthily political message,CCI,"After months of relentless promotion (remember the Olympics?), Wicked has finally landed in theaters, delivering a lavish and stealthily political adaptation of the beloved musical. Yet beyond hoping… [+4555 chars]"
wicked,Wicked' is even better on the big screen—but how gay is it?,CCI,"Welcome to How Gay Is It?Out's review series where, using our state-of-the-art Eggplant Rating System, we determine just how queer some of pop culture's buzziest films and TV shows are! (Editor's not… [+3593 chars]"
